user_id,entity_id,timestamp,user_id:token,entity_id:token,item_id:token,season_sin,season_cos,month_sin,month_cos,week_sin,week_cos,z_prime_90,z_double_prime_90,z_prime_30,z_double_prime_30,z_prime_7,z_double_prime_7,z_prime_1,z_double_prime_1,cluster_label,prob_cluster_0,prob_cluster_1,prob_cluster_2,prob_cluster_3,prob_cluster_4,prob_cluster_5,prob_cluster_6,prob_cluster_7,prob_cluster_8,prob_cluster_9,prob_cluster_10,prob_cluster_11,relation_id
1,5818,2001-11-14,A2B8DJ0CKN9FAO,res:Lara_Croft:_Tomb_Raider,B00003CXZ1,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,-0.6631226582407955,0.7485107481711007,0.5888888888888889,0.18530864197530866,0.5,1.1633333333333333,-1.8571428571428572,-3.3877551020408165,1.0,-2.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32
1,5976,2002-08-03,A2B8DJ0CKN9FAO,res:Kung_Pow!_Enter_the_Fist,B00005JKXE,-1.0,-1.8369701987210297e-16,-0.8660254037844384,-0.5000000000000004,-0.5680647467311556,-0.8229838658936565,1.0222222222222221,-0.09308641975308653,1.1,-0.22222222222222238,2.0,3.979591836734694,5.0,6.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8898186115318294e-119,0.0,0.0,0.0,21
1,5445,2002-09-29,A2B8DJ0CKN9FAO,res:Monty_Python_and_the_Holy_Grail,0767824571,-2.4492935982947064e-16,1.0,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,1.1555555555555554,0.6225925925925927,-1.4333333333333333,-1.7755555555555556,-0.2857142857142857,1.2653061224489794,2.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
1,5434,2003-04-18,A2B8DJ0CKN9FAO,res:George_Lucas_in_Love,0615115187,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.9350162426854148,-0.35460488704253545,0.5333333333333333,1.953456790123457,0.0,1.8077777777777777,-0.7142857142857143,-1.510204081632653,1.0,1.0,9,0.0,0.0,4.798774366444347e-234,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30
1,5499,2003-04-22,A2B8DJ0CKN9FAO,res:Fiddler_on_the_Roof,0792838955,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.8854560256532099,-0.4647231720437685,-0.05555555555555555,1.9765432098765432,0.16666666666666666,1.9933333333333332,1.7142857142857142,0.06122448979591831,7.0,10.0,9,0.0,0.0,3.764442795138623e-230,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30
1,5909,2003-04-22,A2B8DJ0CKN9FAO,res:Charlie's_Angels_(2000_film),B000056PMV,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,0.8854560256532099,-0.4647231720437685,-0.05555555555555555,1.9765432098765432,0.16666666666666666,1.9933333333333332,1.7142857142857142,0.06122448979591831,7.0,10.0,9,0.0,0.0,3.764442795138623e-230,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30
1,6000,2003-10-28,A2B8DJ0CKN9FAO,res:Charlie's_Angels:_Full_Throttle,B00005JLYW,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-0.822983865893657,0.5680647467311548,-0.4666666666666667,1.199506172839506,1.7666666666666666,3.122222222222222,2.0,0.4897959183673469,4.0,6.0,11,0.0,1.0386825907355928e-51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32
1,6657,2003-11-10,A2B8DJ0CKN9FAO,res:%22Weird_Al%22_Yankovic:_The_Ultimate_Video_Collection,B0000DC13R,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,-0.6631226582407955,0.7485107481711007,-0.2111111111111111,0.47962962962962963,1.3666666666666667,0.3533333333333335,1.7142857142857142,0.12244897959183669,8.0,17.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32
1,6051,2004-12-01,A2B8DJ0CKN9FAO,res:Spider-Man_2,B00005JMQW,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,-0.35460488704253595,0.9350162426854147,-0.5555555555555556,-0.9718518518518517,-2.066666666666667,-2.0044444444444447,0.7142857142857143,2.897959183673469,10.0,19.0,4,0.0,0.0,4.272396125629357e-20,0.0,1.0,0.0,0.0,0.0,8.546613938000971e-42,0.0,0.0,0.0,25
2,5434,2002-06-04,AUDSM2CTLLW1Q,res:George_Lucas_in_Love,0615115187,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147,0.7111111111111111,-0.17481481481481476,-0.26666666666666666,-1.3311111111111111,-0.8571428571428571,-1.2653061224489794,-4.0,-6.0,4,0.0,0.0,8.787206171335085e-27,0.0,1.0,0.0,0.0,0.0,2.0100169284797006e-127,0.0,0.0,0.0,25
2,5996,2003-01-22,AUDSM2CTLLW1Q,res:Catch_Me_If_You_Can,B00005JLSB,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099,0.25555555555555554,-1.937530864197531,4.333333333333333,1.9566666666666668,6.714285714285714,3.714285714285714,-6.0,-14.0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.4304375003830712e-17,0.0,0.0,0.0,26
2,6010,2003-03-25,AUDSM2CTLLW1Q,res:Old_School_(film),B00005JM1F,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,1.0,-1.6081226496766364e-16,2.188888888888889,1.068148148148148,-0.03333333333333333,-3.195555555555556,0.7142857142857143,-1.959183673469388,3.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
2,6686,2003-12-09,AUDSM2CTLLW1Q,res:Out_of_Time_(2003_film),B0000VJG72,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,-0.2393156642875578,0.970941817426052,1.5,-0.48876543209876544,1.0,0.33555555555555544,-2.0,1.0204081632653061,7.0,17.0,4,0.0,0.0,6.7666554489193026e-15,0.0,0.9999999999999932,0.0,0.0,0.0,6.578399068937307e-24,0.0,0.0,0.0,25
2,6026,2003-12-10,AUDSM2CTLLW1Q,res:American_Wedding,B00005JMCT,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,-0.2393156642875578,0.970941817426052,1.4333333333333333,-0.5165432098765432,0.8,0.3388888888888888,-1.2857142857142858,1.2653061224489797,4.0,-3.0,4,0.0,0.0,2.235017412594195e-15,0.0,0.9999999999999978,0.0,0.0,0.0,6.641625306757462e-24,0.0,0.0,0.0,25
2,6071,2004-07-05,AUDSM2CTLLW1Q,res:Fahrenheit_9/11,B00005JNEI,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521,0.24444444444444444,-5.10604938271605,2.1333333333333333,2.355555555555555,6.428571428571429,4.653061224489796,-3.0,-12.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4428244260347697e-48,0.0,1.0,0.0,31
