user_id,entity_id,timestamp,user_id:token,entity_id:token,item_id:token
1451,2891,2004-05-29,A2X6GEC6LCDN4S,res:The_Prophet_(book),000100039X
2641,2891,2009-12-24,ANRE1BJ0Q4PLS,res:The_Prophet_(book),000100039X
1801,2891,2005-10-01,A3D7L0R1281COX,res:The_Prophet_(book),000100039X
352,2891,2009-03-01,A1FQPOYRBTTK1,res:The_Prophet_(book),000100039X
2293,2891,2003-10-03,A7GT0WQKKDP0V,res:The_Prophet_(book),000100039X
2617,2891,2009-11-29,AMRZ5G7HF7I03,res:The_Prophet_(book),000100039X
2495,2891,2006-04-26,AHD101501WCN1,res:The_Prophet_(book),000100039X
1398,2891,2009-02-05,A2UTKYA2U8542F,res:The_Prophet_(book),000100039X
1270,2891,2007-04-18,A2OP1HD9RGX5OW,res:The_Prophet_(book),000100039X
2613,2891,2002-05-19,AMKZHBOK7VMQR,res:The_Prophet_(book),000100039X
496,2891,2009-05-15,A1MCAHDE1F3Q6L,res:The_Prophet_(book),000100039X
1675,2891,2014-05-21,A38AAPXSJN4C5G,res:The_Prophet_(book),000100039X
313,2891,2006-06-01,A1DYXCF4148PJT,res:The_Prophet_(book),000100039X
2080,2891,2005-05-09,A3PWQXWI2JT2CN,res:The_Prophet_(book),000100039X
442,2891,2001-01-25,A1K1JW1C5CUSUZ,res:The_Prophet_(book),000100039X
935,2891,2005-05-30,A281NPSIMI1C2R,res:The_Prophet_(book),000100039X
1340,2891,2003-12-11,A2S166WSCFIFP5,res:The_Prophet_(book),000100039X
2834,2891,2006-01-10,AWLFVCT9128JV,res:The_Prophet_(book),000100039X
2195,2891,2004-06-22,A3UJJGY799F76I,res:The_Prophet_(book),000100039X
1244,2891,2012-08-12,A2NHD7LUXVGTD3,res:The_Prophet_(book),000100039X
2413,2891,2002-10-05,ADIDQRLLR4KBQ,res:The_Prophet_(book),000100039X
2679,2891,2011-08-29,APHX2A37KDRAH,res:The_Prophet_(book),000100039X
520,2891,2000-06-24,A1NPNGWBVD9AK3,res:The_Prophet_(book),000100039X
2110,2891,2011-01-09,A3R8PXSFGY9MC2,res:The_Prophet_(book),000100039X
2478,2891,2007-04-09,AGKPTMTR3UX1R,res:The_Prophet_(book),000100039X
1459,2891,2002-10-07,A2XQ5LZHTD4AFT,res:The_Prophet_(book),000100039X
1481,2894,2009-04-25,A2YTHMJJJQCOZ,res:For_Whom_the_Bell_Tolls,0002051850
1904,2894,2006-07-10,A3IKBHODOTYYHM,res:For_Whom_the_Bell_Tolls,0002051850
162,2894,2013-02-28,A17FLA8HQOFVIG,res:For_Whom_the_Bell_Tolls,0002051850
2509,2894,2005-08-01,AI1JXIIF2S73,res:For_Whom_the_Bell_Tolls,0002051850
2511,2894,2003-03-05,AI37YX1U4KB1L,res:For_Whom_the_Bell_Tolls,0002051850
283,2894,2005-02-13,A1CYRTQ04LYI55,res:For_Whom_the_Bell_Tolls,0002051850
244,2894,2006-11-24,A1B1ERGGIV47SB,res:For_Whom_the_Bell_Tolls,0002051850
1740,2894,2006-10-17,A3AK614GW0TEIQ,res:For_Whom_the_Bell_Tolls,0002051850
1752,2894,2006-04-24,A3AW8XP45YVIIZ,res:For_Whom_the_Bell_Tolls,0002051850
2774,2894,1998-02-08,ATOFFO1VNCAGQ,res:For_Whom_the_Bell_Tolls,0002051850
94,2894,1999-06-26,A14B2NR2XELLQ0,res:For_Whom_the_Bell_Tolls,0002051850
741,2894,2014-02-01,A1YGVAK2Y9QW5T,res:For_Whom_the_Bell_Tolls,0002051850
2070,2894,2013-08-12,A3PA2209QS734T,res:For_Whom_the_Bell_Tolls,0002051850
1216,2894,2008-05-05,A2MCFHZ4HVHFGF,res:For_Whom_the_Bell_Tolls,0002051850
2461,2894,2012-08-09,AFYYHRPSFBLWS,res:For_Whom_the_Bell_Tolls,0002051850
2801,2894,2007-05-27,AUWS4WEQ3GS53,res:For_Whom_the_Bell_Tolls,0002051850
1245,2894,2009-12-29,A2NJFFQ6W35XJU,res:For_Whom_the_Bell_Tolls,0002051850
315,2894,2011-12-22,A1E2NA2F4RTQ9B,res:For_Whom_the_Bell_Tolls,0002051850
1677,2894,2009-09-29,A38BIVW2RNO3RW,res:For_Whom_the_Bell_Tolls,0002051850
663,2894,2013-05-24,A1V09ASZ9HWQAE,res:For_Whom_the_Bell_Tolls,0002051850
1673,2894,2009-09-23,A386UNUYDUDSBB,res:For_Whom_the_Bell_Tolls,0002051850
797,2894,2013-05-06,A21AW4TNF12PTK,res:For_Whom_the_Bell_Tolls,0002051850
1073,2894,2011-11-30,A2F079BGQTQ3BM,res:For_Whom_the_Bell_Tolls,0002051850
1075,2894,2010-10-14,A2F35SS0RKWSO2,res:For_Whom_the_Bell_Tolls,0002051850
472,2894,2001-08-16,A1LFU4S2VRNJ9P,res:For_Whom_the_Bell_Tolls,0002051850
31,2894,2010-11-10,A11DCTGTPS7M0C,res:For_Whom_the_Bell_Tolls,0002051850
1965,2894,2009-10-16,A3LJSF0LV5QRYT,res:For_Whom_the_Bell_Tolls,0002051850
1798,2894,2006-11-10,A3CX9ZSEFCDXX4,res:For_Whom_the_Bell_Tolls,0002051850
2481,2894,2011-11-28,AGM1C9EF7FOZB,res:For_Whom_the_Bell_Tolls,0002051850
1966,2894,2009-12-04,A3LKWMM12AF0PU,res:For_Whom_the_Bell_Tolls,0002051850
2302,2894,2012-04-13,A8DJ9EU2QP2JM,res:For_Whom_the_Bell_Tolls,0002051850
1138,2894,2011-07-23,A2I3D2NX4XKZYJ,res:For_Whom_the_Bell_Tolls,0002051850
450,2894,2013-09-04,A1KE3JBO3KQX2O,res:For_Whom_the_Bell_Tolls,0002051850
469,2894,2006-12-28,A1LDAIGOQ6N4DW,res:For_Whom_the_Bell_Tolls,0002051850
809,2894,2008-11-24,A21VR7M8O55EF6,res:For_Whom_the_Bell_Tolls,0002051850
735,2894,2006-11-10,A1Y25XPHTP5BYC,res:For_Whom_the_Bell_Tolls,0002051850
364,2894,2014-03-16,A1G9J2U8KZ6NL0,res:For_Whom_the_Bell_Tolls,0002051850
365,2894,2007-03-19,A1G9TLZ8I5X0CA,res:For_Whom_the_Bell_Tolls,0002051850
2168,2894,2009-08-05,A3TCJQCL9RYLUN,res:For_Whom_the_Bell_Tolls,0002051850
507,2894,2005-01-23,A1N1YEMTI9DJ86,res:For_Whom_the_Bell_Tolls,0002051850
2419,2894,2009-11-09,ADY0QI5IENSLY,res:For_Whom_the_Bell_Tolls,0002051850
1591,2894,2005-04-18,A34BWLZ9HERHGM,res:For_Whom_the_Bell_Tolls,0002051850
1630,2894,2001-08-01,A3684EUAEHIV67,res:For_Whom_the_Bell_Tolls,0002051850
1624,2894,2000-02-09,A35YWA2V4QHOJ3,res:For_Whom_the_Bell_Tolls,0002051850
934,2894,2001-09-05,A280GY5UVUS2QH,res:For_Whom_the_Bell_Tolls,0002051850
2414,2894,2012-07-28,ADJR1DU42TVCS,res:For_Whom_the_Bell_Tolls,0002051850
632,2894,2007-09-28,A1TMAVN4CEM8U8,res:For_Whom_the_Bell_Tolls,0002051850
525,2894,2008-06-02,A1NT7ED5TATUAM,res:For_Whom_the_Bell_Tolls,0002051850
2104,2894,2005-08-27,A3QZCA4LTTVGAD,res:For_Whom_the_Bell_Tolls,0002051850
2110,2894,2011-03-05,A3R8PXSFGY9MC2,res:For_Whom_the_Bell_Tolls,0002051850
2099,2894,2008-11-29,A3QW09WANRS6BZ,res:For_Whom_the_Bell_Tolls,0002051850
585,2894,2005-06-24,A1RECBDKHVOJMW,res:For_Whom_the_Bell_Tolls,0002051850
968,2894,2002-12-15,A29SHFBU5O9BWO,res:For_Whom_the_Bell_Tolls,0002051850
2474,2894,2006-05-29,AGEIT17HENDIS,res:For_Whom_the_Bell_Tolls,0002051850
1333,2894,2008-10-02,A2RM9L2MM9EQVE,res:For_Whom_the_Bell_Tolls,0002051850
1208,2894,2005-10-14,A2M1MNG7G40V85,res:For_Whom_the_Bell_Tolls,0002051850
2053,2894,2005-01-22,A3OJFPKMCXKOM0,res:For_Whom_the_Bell_Tolls,0002051850
1675,2894,2013-10-02,A38AAPXSJN4C5G,res:For_Whom_the_Bell_Tolls,0002051850
442,2894,2000-10-05,A1K1JW1C5CUSUZ,res:For_Whom_the_Bell_Tolls,0002051850
161,2894,2004-02-27,A17E7K3MQ5KKR5,res:For_Whom_the_Bell_Tolls,0002051850
2592,2894,2007-11-20,ALDRY40BPNY09,res:For_Whom_the_Bell_Tolls,0002051850
591,2894,2004-06-08,A1RLYOPK16YXC1,res:For_Whom_the_Bell_Tolls,0002051850
1435,2894,2003-12-27,A2WB4OWBUH2VQX,res:For_Whom_the_Bell_Tolls,0002051850
143,2894,2011-11-11,A16RAMIXBUHVKV,res:For_Whom_the_Bell_Tolls,0002051850
788,2894,2007-02-01,A20VXF9DYI0I6H,res:For_Whom_the_Bell_Tolls,0002051850
2308,2894,2009-09-15,A8IPQ1Q1O7YX5,res:For_Whom_the_Bell_Tolls,0002051850
887,2894,2000-03-22,A260X99UW6HA9Z,res:For_Whom_the_Bell_Tolls,0002051850
269,2895,2002-10-04,A1CDNTB7377YH2,res:The_Winds_of_War,0002219417
111,2895,2012-02-11,A157YF6SDBT6XZ,res:The_Winds_of_War,0002219417
2546,2895,2014-04-24,AJ98YA4Y333BK,res:The_Winds_of_War,0002219417
2428,2895,2002-04-05,AEJ31WGHJ59C,res:The_Winds_of_War,0002219417
1587,2895,2012-09-13,A345U10UP0S8LR,res:The_Winds_of_War,0002219417
77,2895,2013-01-05,A13FUIUSVR1315,res:The_Winds_of_War,0002219417
323,2895,2005-08-27,A1EJ6J6N9I7W35,res:The_Winds_of_War,0002219417
493,2895,2014-03-28,A1MBZU0FO2GVP7,res:The_Winds_of_War,0002219417
2656,2895,2006-11-26,AOKQZVWCLONRH,res:The_Winds_of_War,0002219417
2324,2895,2002-09-07,A99CILDQPTRTZ,res:The_Winds_of_War,0002219417
2825,2895,2001-04-06,AW3VZ5O895LRK,res:The_Winds_of_War,0002219417
33,2895,2012-12-07,A11JMMUU3WH034,res:The_Winds_of_War,0002219417
1140,2895,2002-08-18,A2I5406XT0H9VD,res:The_Winds_of_War,0002219417
282,2895,2009-12-10,A1CVM427QH52BL,res:The_Winds_of_War,0002219417
1126,2895,2014-02-10,A2H6Q6AK8S90F3,res:The_Winds_of_War,0002219417
1083,2895,2013-02-01,A2F7CCPK4QL359,res:The_Winds_of_War,0002219417
1099,2895,2008-10-26,A2FUOXFJ74B32M,res:The_Winds_of_War,0002219417
2860,2895,2007-08-10,AY46DEOJJYFTW,res:The_Winds_of_War,0002219417
244,2895,2008-03-19,A1B1ERGGIV47SB,res:The_Winds_of_War,0002219417
1773,2897,2003-07-30,A3BUFAGPDKONX1,res:Without_Remorse,0002242052
1164,2897,2012-11-18,A2J9UIAZ8IIUSO,res:Without_Remorse,0002242052
530,2897,2009-04-07,A1O6PCI6NMPI6J,res:Without_Remorse,0002242052
1951,2897,2010-05-06,A3KOO6L0NA2PJA,res:Without_Remorse,0002242052
1145,2897,2003-01-06,A2IFPL69GGM2X6,res:Without_Remorse,0002242052
687,2897,2013-04-17,A1W2JCN01CTT1V,res:Without_Remorse,0002242052
1784,2897,2009-07-01,A3CJ4WX7P56EW,res:Without_Remorse,0002242052
1109,2897,2004-01-26,A2GAP7XWBZU8QI,res:Without_Remorse,0002242052
270,2897,2010-01-19,A1CHM200OEN65X,res:Without_Remorse,0002242052
1875,2897,2006-06-20,A3H2CKTFZ3B3GD,res:Without_Remorse,0002242052
377,2897,2001-04-10,A1GPGBHBI6T2HJ,res:Without_Remorse,0002242052
815,2897,2002-04-12,A222LQEPE7O7BV,res:Without_Remorse,0002242052
2499,2897,2000-08-22,AHHUNTFQGUGX8,res:Without_Remorse,0002242052
2733,2897,2005-03-03,ARYY84WIKKLXD,res:Without_Remorse,0002242052
1119,2897,2010-12-24,A2GYI4O3OWACUE,res:Without_Remorse,0002242052
1121,2897,2005-04-17,A2H22I2RWE0HOV,res:Without_Remorse,0002242052
896,2897,2011-07-23,A26JD6JR7MVZJC,res:Without_Remorse,0002242052
1580,2897,2000-12-30,A33L7G4E8CID3,res:Without_Remorse,0002242052
1247,2897,2000-09-22,A2NJO6YE954DBH,res:Without_Remorse,0002242052
632,2897,2009-07-28,A1TMAVN4CEM8U8,res:Without_Remorse,0002242052
2220,2897,2008-03-16,A3VO648HFK2LZD,res:Without_Remorse,0002242052
186,2897,2000-05-07,A18IZDWUIHLUC9,res:Without_Remorse,0002242052
2398,2897,2012-06-12,ACT2AA008KB31,res:Without_Remorse,0002242052
1667,2897,2003-09-16,A37XE43JR03AFN,res:Without_Remorse,0002242052
2791,2897,2000-06-03,AUGABW5AS2OXM,res:Without_Remorse,0002242052
243,2897,2000-06-18,A1B05INWIDZ74O,res:Without_Remorse,0002242052
2176,2897,2009-01-09,A3TPTHY72F0DKR,res:Without_Remorse,0002242052
707,2898,2014-01-28,A1X4P6CN08U57A,res:A_Dance_with_Dragons,0002247399
768,2898,2013-08-06,A1ZS4RQEZH078I,res:A_Dance_with_Dragons,0002247399
888,2898,2011-08-16,A265NE6H6LYX87,res:A_Dance_with_Dragons,0002247399
1289,2898,2011-10-01,A2PNTEDGMOLMOY,res:A_Dance_with_Dragons,0002247399
2307,2898,2011-07-13,A8GR4PH5NW96V,res:A_Dance_with_Dragons,0002247399
1482,2898,2011-08-16,A2YUZKPLUYQDKV,res:A_Dance_with_Dragons,0002247399
2737,2898,2011-08-24,AS7SB0A3QKVQV,res:A_Dance_with_Dragons,0002247399
278,2898,2011-07-12,A1CQGAPQMN41LV,res:A_Dance_with_Dragons,0002247399
1124,2898,2014-05-09,A2H44WVZS59KKT,res:A_Dance_with_Dragons,0002247399
2499,2898,2014-01-09,AHHUNTFQGUGX8,res:A_Dance_with_Dragons,0002247399
284,2898,2011-07-12,A1D2C0WDCSHUWZ,res:A_Dance_with_Dragons,0002247399
1856,2898,2011-10-30,A3G5YFK37GKUK2,res:A_Dance_with_Dragons,0002247399
361,2898,2014-05-05,A1G7ARAETL1FP8,res:A_Dance_with_Dragons,0002247399
334,2898,2014-02-07,A1ESZNL5LPAJMG,res:A_Dance_with_Dragons,0002247399
1408,2898,2012-12-03,A2V6FC7GVZ6T7M,res:A_Dance_with_Dragons,0002247399
289,2898,2012-07-23,A1D5RCOILPC9LX,res:A_Dance_with_Dragons,0002247399
1958,2898,2014-06-08,A3KZEGBTPH6MMF,res:A_Dance_with_Dragons,0002247399
2481,2898,2012-05-08,AGM1C9EF7FOZB,res:A_Dance_with_Dragons,0002247399
113,2898,2011-07-12,A15ANBKUY4JSPD,res:A_Dance_with_Dragons,0002247399
689,2898,2013-03-31,A1W4BS2Y6HIPYW,res:A_Dance_with_Dragons,0002247399
2419,2898,2012-03-29,ADY0QI5IENSLY,res:A_Dance_with_Dragons,0002247399
2728,2898,2011-09-30,ARNEUO7BF3J55,res:A_Dance_with_Dragons,0002247399
1504,2898,2012-02-09,A2ZUKG5SQNUGV5,res:A_Dance_with_Dragons,0002247399
1055,2898,2011-12-29,A2EDZH51XHFA9B,res:A_Dance_with_Dragons,0002247399
1979,2898,2012-10-18,A3M0IGG6NGMQXP,res:A_Dance_with_Dragons,0002247399
1812,2898,2011-09-18,A3DKP8M0GSP8UK,res:A_Dance_with_Dragons,0002247399
838,2898,2013-08-08,A23FDMTREBQC7P,res:A_Dance_with_Dragons,0002247399
1381,2898,2014-04-09,A2TVGPOJXTPOQR,res:A_Dance_with_Dragons,0002247399
411,2898,2011-08-17,A1IIZOFP8YKGPR,res:A_Dance_with_Dragons,0002247399
206,2898,2013-09-18,A19HV35UJSW930,res:A_Dance_with_Dragons,0002247399
1748,2898,2012-05-21,A3ATAPFSNLF3EY,res:A_Dance_with_Dragons,0002247399
669,2898,2013-09-06,A1V5X0ZEQJ8I56,res:A_Dance_with_Dragons,0002247399
2498,2898,2012-05-30,AHHU34NT0HTR1,res:A_Dance_with_Dragons,0002247399
2741,2898,2014-01-17,ASFH9P54G32QL,res:A_Dance_with_Dragons,0002247399
2128,2898,2011-07-26,A3RTNA9THAU2OP,res:A_Dance_with_Dragons,0002247399
883,2898,2012-05-15,A25KKXUQQ0OLWB,res:A_Dance_with_Dragons,0002247399
2802,2898,2011-07-12,AUX9KZUUB3YCE,res:A_Dance_with_Dragons,0002247399
58,2898,2011-08-03,A12ANFNOSMW5VD,res:A_Dance_with_Dragons,0002247399
242,2898,2013-06-17,A1AZTVCAQMNXXF,res:A_Dance_with_Dragons,0002247399
484,2898,2011-07-15,A1LW3XGXYP98BW,res:A_Dance_with_Dragons,0002247399
2399,2898,2011-08-09,ACTEAPEPGDV8G,res:A_Dance_with_Dragons,0002247399
1201,2898,2012-12-06,A2LIR7WQ20GXQ7,res:A_Dance_with_Dragons,0002247399
492,2898,2013-07-12,A1MBOTC01N0IY9,res:A_Dance_with_Dragons,0002247399
2612,2898,2011-08-03,AMJF13FXWROLH,res:A_Dance_with_Dragons,0002247399
2084,2898,2011-07-21,A3Q33Y0V8M1GNL,res:A_Dance_with_Dragons,0002247399
2072,2898,2013-03-17,A3PC0NHTTV42LF,res:A_Dance_with_Dragons,0002247399
1673,2898,2011-07-30,A386UNUYDUDSBB,res:A_Dance_with_Dragons,0002247399
499,2898,2011-08-01,A1MJFOR1ABINJ4,res:A_Dance_with_Dragons,0002247399
2435,2898,2012-08-27,AEQFYOI6YJ83Z,res:A_Dance_with_Dragons,0002247399
329,2898,2013-12-09,A1EQGFZPJ4V24X,res:A_Dance_with_Dragons,0002247399
857,2898,2012-08-01,A24992STMFU90,res:A_Dance_with_Dragons,0002247399
2667,2898,2012-05-04,AOVKGHGFP3XFA,res:A_Dance_with_Dragons,0002247399
6,2898,2012-01-26,A10BZSGALQPS0V,res:A_Dance_with_Dragons,0002247399
2868,2898,2013-05-11,AYOJ4CX2CZP7Y,res:A_Dance_with_Dragons,0002247399
1081,2898,2011-09-04,A2F6N60Z96CAJI,res:A_Dance_with_Dragons,0002247399
1875,2898,2011-08-26,A3H2CKTFZ3B3GD,res:A_Dance_with_Dragons,0002247399
2417,2901,2010-12-15,ADQR7Y6GIKSDL,res:The_Long_Ships,000612609X
2824,2901,2011-08-20,AW3KBT0GS5NKC,res:The_Long_Ships,000612609X
2237,2901,2006-12-31,A4KDWVIN2L4E0,res:The_Long_Ships,000612609X
2813,2901,2014-02-12,AVHLBVRZI8ZEX,res:The_Long_Ships,000612609X
1924,2901,2003-11-07,A3JD07VHDLT5FF,res:The_Long_Ships,000612609X
1461,2901,2012-12-25,A2XRMQA6PJ5ZJ8,res:The_Long_Ships,000612609X
2169,2901,1999-08-18,A3TEH90X39WC8F,res:The_Long_Ships,000612609X
1397,2901,2011-09-03,A2UPRRAMUVTI4Y,res:The_Long_Ships,000612609X
1449,2901,2010-11-14,A2X29H96X7C3XJ,res:The_Long_Ships,000612609X
525,2901,2007-02-28,A1NT7ED5TATUAM,res:The_Long_Ships,000612609X
2799,2901,2014-03-14,AUTBHG6070SL4,res:The_Long_Ships,000612609X
2416,2901,2010-10-24,ADMW3XVMGTTJ5,res:The_Long_Ships,000612609X
377,2913,2000-10-12,A1GPGBHBI6T2HJ,res:Along_Came_a_Spider_(novel),0006476155
506,2913,2001-05-20,A1N01YOBWF8WDP,res:Along_Came_a_Spider_(novel),0006476155
276,2913,2012-04-02,A1CNQTCRQ35IMM,res:Along_Came_a_Spider_(novel),0006476155
1900,2913,2014-02-20,A3IH73YPH07FTP,res:Along_Came_a_Spider_(novel),0006476155
1240,2913,2003-01-06,A2NBOL825B93OM,res:Along_Came_a_Spider_(novel),0006476155
2521,2913,2009-04-20,AIIR8E34EDKCQ,res:Along_Came_a_Spider_(novel),0006476155
749,2913,2006-02-18,A1YWUHRJDMATPI,res:Along_Came_a_Spider_(novel),0006476155
1257,2913,2013-06-16,A2O5RT4RCC4NU2,res:Along_Came_a_Spider_(novel),0006476155
434,2913,2011-01-22,A1JOPXFBICWJBD,res:Along_Came_a_Spider_(novel),0006476155
565,2913,2001-09-22,A1QIQE5T1GBK7X,res:Along_Came_a_Spider_(novel),0006476155
1732,2913,2007-07-25,A3AD071UEP20WS,res:Along_Came_a_Spider_(novel),0006476155
1722,2913,2011-01-23,A3A1E05J5PXADW,res:Along_Came_a_Spider_(novel),0006476155
636,2913,2012-01-08,A1TUT1PGWOTJOV,res:Along_Came_a_Spider_(novel),0006476155
2791,2913,2006-03-14,AUGABW5AS2OXM,res:Along_Came_a_Spider_(novel),0006476155
226,2913,2013-12-02,A1A7U9G3728LOU,res:Along_Came_a_Spider_(novel),0006476155
2066,2913,2005-08-03,A3P3UOHYBFRGJN,res:Along_Came_a_Spider_(novel),0006476155
306,2913,2004-05-14,A1DQZBHEU98PBT,res:Along_Came_a_Spider_(novel),0006476155
1977,2913,2001-04-26,A3LZGLA88K0LA0,res:Along_Came_a_Spider_(novel),0006476155
