user_id,entity_id,timestamp,user_id:token,entity_id:token,item_id:token,cluster_label,prob_cluster_0,prob_cluster_1,prob_cluster_2,prob_cluster_3
1,3629,2013-02-18,A102Z3T7NSM5KC,res:The_Man_from_Beijing,0099555352,1,7.993801751380678e-18,1.0,0.0,0.0
1,3840,2013-09-02,A102Z3T7NSM5KC,res:Bleak_House,0140434968,1,0.0,1.0,4.3256050324083796e-17,0.0
1,4435,2014-01-27,A102Z3T7NSM5KC,res:The_Language_of_Flowers_(novel),0230755062,0,1.0,0.0,0.0,0.0
1,4616,2013-10-16,A102Z3T7NSM5KC,"res:The_Black_Count:_Glory,_Revolution,_Betrayal,_and_the_Real_Count_of_Monte_Cristo",030738246X,2,0.0,0.0,1.0,0.0
1,4625,2013-02-02,A102Z3T7NSM5KC,res:Zeitoun_(book),0307387941,0,1.0,9.857401795950946e-17,0.0,0.0
1,4676,2013-02-07,A102Z3T7NSM5KC,res:The_Map_and_the_Territory,0307701557,0,0.9999910773269991,8.9226730010437e-06,0.0,0.0
1,4709,2013-11-19,A102Z3T7NSM5KC,res:Hallucinations_(book),0307947432,3,0.0,0.0,0.0,1.0
1,4712,2013-06-11,A102Z3T7NSM5KC,res:The_Twelve_Tribes_of_Hattie,0307949702,3,0.0,0.0,0.0,1.0
1,5305,2013-05-23,A102Z3T7NSM5KC,res:The_Cider_House_Rules,0345387651,3,0.0,0.0,0.0,1.0
1,5602,2014-02-24,A102Z3T7NSM5KC,res:The_Devil_in_the_White_City,0375725601,1,8.402744074502073e-49,1.0,0.0,0.0
1,6973,2013-11-10,A102Z3T7NSM5KC,res:In_Sunlight_and_in_Shadow,0544102606,3,0.0,0.0,0.0,1.0
1,7085,2013-05-29,A102Z3T7NSM5KC,res:To_Say_Nothing_of_the_Dog,0553099957,3,0.0,0.0,0.0,1.0
1,8699,2013-12-03,A102Z3T7NSM5KC,res:Alex_(Verhœven_series),0857051873,3,0.0,0.0,0.0,1.0
1,10436,2013-11-30,A102Z3T7NSM5KC,res:The_Three_Little_Wolves_and_the_Big_Bad_Pig,1616951907,3,0.0,0.0,0.0,1.0
1,11353,2014-02-22,A102Z3T7NSM5KC,res:Cloud_Atlas_(novel),0340822775,1,3.471203575465317e-21,1.0,0.0,0.0
1,11381,2013-05-20,A102Z3T7NSM5KC,res:Something_Wicked_This_Way_Comes_(novel),0380729407,3,0.0,0.0,0.0,1.0
2,3055,2000-02-20,A103U0Q3IKSXHE,res:The_Poisonwood_Bible,0060175400,1,1.914754050688768e-05,0.9999808524594931,0.0,0.0
2,3879,2009-01-04,A103U0Q3IKSXHE,res:Three_Cups_of_Tea,0141034262,0,1.0,0.0,0.0,0.0
2,5996,2009-01-01,A103U0Q3IKSXHE,res:The_Post-American_World,039306235X,0,1.0,0.0,0.0,0.0
2,6809,2005-05-02,A103U0Q3IKSXHE,res:Fantastic_Voyage:_Live_Long_Enough_to_Live_Forever,0452286670,3,0.0,0.0,0.0,1.0
2,7658,2002-02-02,A103U0Q3IKSXHE,res:John_Adams_(book),0684813637,0,1.0,1.2494885777732436e-17,0.0,0.0
2,8512,2003-09-01,A103U0Q3IKSXHE,res:Hope_for_the_Flowers,0809101742,1,0.0,1.0,5.4206164797219154e-17,0.0
2,9215,2004-07-18,A103U0Q3IKSXHE,res:Reason:_Why_Liberals_Will_Win_the_Battle_for_America,1400042216,0,1.0,0.0,0.0,0.0
3,3134,2003-11-09,A105E427BB6J65,res:Mystic_River_(novel),0060584750,3,0.0,0.0,0.0,1.0
3,3587,2001-01-27,A105E427BB6J65,res:Point_of_Impact_(Stephen_Hunter_novel),0099453452,0,1.0,0.0,0.0,0.0
3,3763,2004-06-28,A105E427BB6J65,res:In_the_Lake_of_the_Woods,0140250948,3,0.0,0.0,0.0,1.0
3,4067,2005-11-28,A105E427BB6J65,res:The_City_of_Falling_Angels,0143036939,3,0.0,0.0,0.0,1.0
3,4407,2002-03-27,A105E427BB6J65,res:Fall_on_Your_Knees,0224042963,2,0.0,1.183707321008553e-18,1.0,0.0
3,4555,2002-09-09,A105E427BB6J65,res:Empire_Falls,0307275132,1,0.0,0.9999976022897948,2.3977102052116566e-06,0.0
3,4776,2001-09-23,A105E427BB6J65,res:Hot_Six,0312205406,2,0.0,6.398036924175937e-05,0.9999360196307583,0.0
3,4880,2001-09-23,A105E427BB6J65,res:A_Cold_Case,0312420021,2,0.0,6.398036924175937e-05,0.9999360196307583,0.0
3,5385,2006-10-24,A105E427BB6J65,res:The_Innocent_Man:_Murder_and_Injustice_in_a_Small_Town,0345532015,2,0.0,0.0,1.0,0.0
3,6485,2000-11-18,A105E427BB6J65,res:Word_of_Honor_(novel),0446301582,3,0.0,0.0,0.0,1.0
3,6563,2006-11-20,A105E427BB6J65,res:Wild_Fire_(novel),044657967X,3,0.0,0.0,0.0,1.0
3,6743,2002-06-14,A105E427BB6J65,res:Hush_(novel),0451410319,3,0.0,0.0,0.0,1.0
3,10927,2000-11-18,A105E427BB6J65,res:The_Charm_School_(novel),0394583760,3,0.0,0.0,0.0,1.0
4,3246,2007-08-17,A106016KSI0YQ,res:Wittgenstein's_Poker,0060936649,1,2.579187695972552e-05,0.9999742081230403,0.0,0.0
4,3835,2000-11-05,A106016KSI0YQ,res:Vanity_Fair_(novel),0140430350,3,0.0,0.0,0.0,1.0
4,4191,2008-05-18,A106016KSI0YQ,res:The_Ghost_Writer,0151010749,3,0.0,0.0,0.0,1.0
4,4212,2001-01-02,A106016KSI0YQ,res:The_Name_of_the_Rose,0151446474,0,1.0,0.0,0.0,0.0
4,4574,2004-06-07,A106016KSI0YQ,res:Marie_Antoinette:_The_Journey,0307277747,3,0.0,0.0,0.0,1.0
4,7441,2005-09-04,A106016KSI0YQ,res:The_Enchanted_April,0671536141,1,0.0,1.0,9.602680046782877e-42,0.0
4,7562,2006-12-04,A106016KSI0YQ,res:The_Untouchable_(novel),0679451080,3,0.0,0.0,0.0,1.0
4,7848,2006-10-07,A106016KSI0YQ,res:The_Master_(novel),0743250400,2,0.0,0.0,1.0,0.0
4,9240,2005-10-21,A106016KSI0YQ,res:Identity_Crisis_(DC_Comics),1401204589,2,0.0,0.0,1.0,0.0
4,10016,2002-12-15,A106016KSI0YQ,res:Affinity_(novel),1573221562,3,0.0,0.0,0.0,1.0
